,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
138,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 125)","(103, 54)","(135, 104)","(103, 133)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(36, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 113)","(172, 34)","(68, 22)","(138, 172)","(76, 139)","(43, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(59, 34)","(172, 69)","(103, 164)","(11, 104)","(101, 139)","(12, 139)","(172, 34)","(103, 58)","(49, 139)","(70, 69)"
139,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 123)","(103, 54)","(133, 104)","(103, 133)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(35, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 113)","(172, 34)","(68, 22)","(138, 172)","(74, 139)","(41, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(60, 34)","(172, 69)","(103, 164)","(11, 104)","(100, 139)","(12, 139)","(172, 34)","(103, 58)","(48, 139)","(70, 69)"
140,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 121)","(103, 54)","(133, 104)","(103, 135)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(33, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 113)","(172, 34)","(68, 21)","(138, 172)","(72, 139)","(39, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(61, 34)","(172, 69)","(103, 164)","(11, 104)","(98, 139)","(12, 139)","(172, 34)","(103, 58)","(48, 139)","(70, 69)"
141,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 119)","(103, 54)","(132, 104)","(103, 135)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(32, 138)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 112)","(172, 34)","(68, 21)","(138, 172)","(71, 139)","(38, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(62, 34)","(172, 69)","(103, 164)","(11, 104)","(96, 139)","(12, 139)","(172, 34)","(103, 58)","(47, 139)","(70, 69)"
142,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 118)","(103, 54)","(131, 104)","(103, 136)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(30, 138)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 111)","(172, 34)","(68, 21)","(138, 172)","(70, 139)","(37, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(63, 34)","(172, 69)","(103, 164)","(11, 104)","(95, 139)","(12, 139)","(172, 34)","(103, 58)","(47, 139)","(70, 69)"
143,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 116)","(103, 54)","(131, 104)","(103, 136)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(28, 138)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 110)","(172, 34)","(68, 19)","(138, 172)","(68, 139)","(36, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(65, 34)","(172, 69)","(103, 164)","(11, 104)","(94, 139)","(12, 139)","(172, 34)","(103, 58)","(46, 139)","(70, 69)"
144,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 116)","(103, 54)","(130, 104)","(103, 137)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(27, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 109)","(172, 34)","(68, 17)","(138, 172)","(68, 137)","(36, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(66, 34)","(172, 69)","(103, 164)","(11, 104)","(93, 139)","(12, 139)","(172, 34)","(103, 58)","(44, 139)","(70, 69)"
145,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 115)","(103, 54)","(130, 104)","(102, 138)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(27, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 107)","(172, 34)","(68, 16)","(138, 172)","(67, 138)","(35, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(66, 34)","(172, 69)","(103, 164)","(11, 104)","(92, 139)","(12, 139)","(172, 34)","(103, 58)","(42, 139)","(70, 69)"
146,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 113)","(103, 54)","(129, 104)","(100, 138)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(27, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 107)","(172, 34)","(68, 16)","(138, 172)","(66, 139)","(35, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(66, 34)","(172, 69)","(103, 164)","(11, 104)","(92, 139)","(12, 139)","(172, 34)","(103, 58)","(41, 139)","(70, 69)"
147,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 113)","(103, 54)","(127, 104)","(100, 139)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(27, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 106)","(172, 34)","(68, 15)","(138, 172)","(65, 139)","(34, 139)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(66, 34)","(172, 69)","(103, 164)","(11, 104)","(90, 139)","(12, 139)","(172, 34)","(103, 58)","(40, 139)","(70, 69)"
148,"(103, 172)","(68, 0)","(33, 4)","(0, 139)","(20, 139)","(24, 139)","(103, 168)","(4, 139)","(7, 104)","(33, 112)","(103, 54)","(126, 104)","(99, 139)","(0, 104)","(16, 139)","(172, 69)","(103, 50)","(3, 104)","(27, 139)","(103, 66)","(103, 62)","(15, 104)","(103, 70)","(19, 104)","(33, 105)","(172, 34)","(68, 14)","(138, 172)","(63, 139)","(33, 138)","(103, 46)","(8, 139)","(68, 8)","(33, 0)","(172, 69)","(68, 4)","(138, 168)","(172, 34)","(172, 34)","(70, 69)","(67, 34)","(172, 69)","(103, 164)","(11, 104)","(90, 139)","(12, 139)","(172, 34)","(103, 58)","(39, 139)","(70, 69)"
